"Date of introduction";"Bill title";"Current Status";"Date - Passage / Withdrawal /Lapsing";"link";"Representative"
"2023-08-04";"The Sportspersons (Reservation in Sports Bodies) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/284 of 2022 AS introduced84202375700PM.pdf?source=legislation";"Parvesh Sahib Singh Verma"
"2023-08-04";"The Constitution (Scheduled Tribes) Order (Amendment) Bill, 2023 (Amendment of the Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/32 of 2023 as intro84202372735PM.pdf?source=legislation";"C.N. Annadurai"
"2023-08-04";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2023 (Amendment of section 22, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/29 of 2023 (EV) As Introduced84202373122PM.pdf?source=legislation";"Dean Kuriakose"
"2023-08-04";"The Narcotic Drugs and Psychotropic Substances (Amendment) Bill, 2023 (Amendment of section 31A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/30 of 2023 (EV) As Introduced84202373010PM.pdf?source=legislation";"Vishnu Dayal Ram"
"2023-08-04";"The Information Technology (Amendment) Bill, 2023 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/49 of 2023 (EV) As Introduced84202373142PM.pdf?source=legislation";"Dean Kuriakose"
"2023-08-04";"The Constitution (Amendment) Bill, 2023 (Insertion of new article 48B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/22 of 2023 (EV) As Bill No84202373532PM.pdf?source=legislation";"Sunita Duggal"
"2023-08-04";"The Census (Amendment) Bill, 2022 (Substitution of new section for section 3)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/228 of 2022 as introduced census84202380637PM.pdf?source=legislation";"Supriya Sule"
"2023-08-04";"The Criminal Law (Amendment) Bill, 2022 (Insertion of new section 304C, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/277 of 2022 (EV) As Introduced84202374414PM.pdf?source=legislation";"Alok Kumar Suman"
"2023-08-04";"The Prohibition of employment as Manual Scavengers and their Rehabilitation (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/273 of 2022 (TO BE)84202385609PM.pdf?source=legislation";"Supriya Sule"
"2023-08-04";"The Railways (Amendment) Bill, 2022 (Insertion of new section 24A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/129 of 2022 as introduced84202385107PM.pdf?source=legislation";"Alok Kumar Suman"
"2023-08-04";"The Emigration (Amendment) Bill, 2023 (Insertion of new Chapter IIA, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/13 of 2023 as introduced84202373557PM.pdf?source=legislation";"V. Kalanidhi"
"2023-08-04";"The Citizenship (Amendment) Bill, 2023 (Amendment of section 18)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/36 OF 2023 AS INTRO84202372355PM.pdf?source=legislation";"V.K. Sreekandan"
"2023-08-04";"The Citizenship (Amendment) Bill, 2022 (Amendment of section 2)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/286 of 2022 as introduced84202380914PM.pdf?source=legislation";"V. Kalanidhi"
"2023-08-04";"The Motor Vehicles (Amendment) Bill, 2022 (Amendment of section 8)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/231 of 2022 (EV) As Introduced84202373835PM.pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2023-08-04";"The Code on Social Security (Amendment) Bill, 2023 (Amendment of section 15, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/78 of 2023 as intro84202372115PM.pdf?source=legislation";"Unmesh Bhaiyyasaheb Patil"
"2023-08-04";"The Rights of Persons with Disabilities (Amendment) Bill, 2023 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/87 of 2023 AS84202371906PM.pdf?source=legislation";"Thomas Chazhikadan"
"2023-08-04";"The Human Trafficking (Prevention and Control) Bill, 2023";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/31 OF 2023 AS INTRO84202372928PM.pdf?source=legislation";"Bhola Singh"
"2023-08-04";"The Compulsory Teaching and Practice of Bhagavad Gita in Educational Institutions Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/223 of 2022 as882023113616AM.pdf?source=legislation";"Bhola Singh"
"2023-08-04";"The Securitisation and Reconstruction of Financial Assets and Enforcement of Security Interest (Amendment) Bill, 2022 (Amendment of section 31)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/233 of 2022 EV AS84202375051PM.pdf?source=legislation";"Suresh Kodikunnil"
"2023-08-04";"The Pingali Venkayya National Urban Employment Guarantee Bill, 2023";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/86 of 2023 as intro84202371930PM.pdf?source=legislation";"Talari Rangaiah"
"2023-08-04";"The Wild Life (Protection) Amendment Bill, 2023 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/42 OF 2023 AS INTRO84202373101PM.pdf?source=legislation";"Dean Kuriakose"
"2023-08-04";"The Representation of the People (Amendment) Bill, 2022(Amendment of section 23)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/255 of 2022 AS INTRODUCED84202380553PM.pdf?source=legislation";"Supriya Sule"
"2023-08-04";"The Representation of the People (Amendment) Bill, 2022 (Insertion of new Chapter IVA)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/264 of 2022 as introduced84202374043PM.pdf?source=legislation";"Abdul Khaleque"
"2023-08-04";"The Hindu Succession (Amendment) Bill, 2023 (Amendment of sections 15 and 16)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/35 of 2023 as intro84202385906PM.pdf?source=legislation";"V.K. Sreekandan"
"2023-08-04";"The Victims of Accident (Equal Compensation) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/195 of 2022 as84202385017PM.pdf?source=legislation";"Sunil Kumar Singh"
"2023-08-04";"The Man-Animal Conflicts Prevention Board Bill, 2023";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/11 of 2023 as intro84202385239PM.pdf?source=legislation";"V.K. Sreekandan"
"2022-12-09";"The Climate Migrants (Protection and Rehabilitation) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/160 OF 2022 AS12122022113734AM.pdf?source=legislation";"Pradyut Bordoloi"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Amendment of article 72)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/110 of 2022 As12122022112529AM.pdf?source=legislation";"Hibi Eden"
"2022-12-09";"The Constitution (Amendment) Bill, 2021 (Amendment of Seventh Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/128 OF 2021 AS12122022114018AM.pdf?source=legislation";"Jagdambika Pal"
"2022-12-09";"The Central Universities (Amendment) Bill, 2022 (Insertion of new section 3F, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/44 OF 2022 AS12122022112428AM.pdf?source=legislation";"Kuldeep Rai Sharma"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Amendment of article 80, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/42 OF 2022 AS12122022112301AM.pdf?source=legislation";"Kuldeep Rai Sharma"
"2022-12-09";"The Maintenance and Welfare of Parents and Senior Citizens (Amendment) Bill, 2022(Amendment of section 21)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/146 OF 2022 AS12122022114912AM.pdf?source=legislation";"Kuldeep Rai Sharma"
"2022-12-09";"The Representation of the People (Amendment) Bill, 2022 (Amendment of section 58, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/212 OF 2022 AS12122022115654AM.pdf?source=legislation";"Kunwar Danish Ali"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Amendment of article 81, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122 of 2022 as intro12122022112629AM.pdf?source=legislation";"Hibi Eden"
"2022-12-09";"The Wild Life (Protection) Amendment Bill, 2022 (Amendment of section 8, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/205 OF 2022 AS12122022115339AM.pdf?source=legislation";"Thomas Chazhikadan"
"2022-12-09";"The Sports Broadcasting Signals (Mandatory Sharing with Prasar Bharti) (Amendment) Bill, 2021 (Amendment of section 3)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/96 OF 2021 AS12122022111005AM.pdf?source=legislation";"Jagdambika Pal"
"2022-12-09";"The Forest Conservation) Amendment Bill, 2020 (Insertion of new sections 3C and 3D)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/9 of 2020 AS12122022105502AM.pdf?source=legislation";"Tirath Singh Rawat"
"2022-12-09";"The Payment of Compensation to Persons Attacked by Wild Animals Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/48 OF 2020 AS12122022105651AM.pdf?source=legislation";"Tirath Singh Rawat"
"2022-12-09";"The Special Financial Assistance to the State of Tamil Nadu Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/193 OF 2022 AS12122022115123AM.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2022-12-09";"The All India Institute of Medical Science (Amendment) Bill, 2022 (Insertion of new section 3A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/165 OF 2022 AS12122022113027AM.pdf?source=legislation";"M. K. Raghavan"
"2022-12-09";"The Environment (Protection) Amendment Bill, 2022 (Insertion of new section 3A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/166 OF 2022 AS12122022112754AM.pdf?source=legislation";"M. K. Raghavan"
"2022-12-09";"The Housing Facility for Destitute Senior Citizens, Widows and Orphan Children Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/200 OF 2022 AS12122022115054AM.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Amendment of article 324, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/179 OF 2022 AS12122022113637AM.pdf?source=legislation";"Manish Tewari"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Amendment of article 348)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/194 OF 2022 AS12122022111117AM.pdf?source=legislation";"Jagdambika Pal"
"2022-12-09";"The Nationalisation of Inter-State Rivers Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/149 OF 2022 AS12122022113326AM.pdf?source=legislation";"Ranjeetsinha Hindurao Naik Nimbalkar"
"2022-12-09";"The Agricultural and Other Rural Workers (Protection and Welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/167 OF 2022 AS12122022113126AM.pdf?source=legislation";"Ranjeetsinha Hindurao Naik Nimbalkar"
"2022-12-09";"The Widows (Protection and welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/25 OF 2022 AS12122022111647AM.pdf?source=legislation";"Benny Behanan"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Omission of the Tenth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/43 OF 2022 AS12122022111920AM.pdf?source=legislation";"Jayant Sinha"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Insertion of new article 338C)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/180 OF 2022 AS12122022114139AM.pdf?source=legislation";"Sanjeev Kumar Ayushman"
"2022-12-09";"The Judicial Standards and Accountability Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/171 OF 2022 AS12122022114348AM.pdf?source=legislation";"Sanjeev Kumar Ayushman"
"2022-12-09";"The National Commission for Indian System of Medicine (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/150 OF 2022 AS12122022114257AM.pdf?source=legislation";"Sanjeev Kumar Ayushman"
"2022-12-09";"The Promotion of Cycling Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/4 OF 2021 AS12122022105922AM.pdf?source=legislation";"Ravneet Singh"
"2022-12-09";"The National Commission for Welfare of Female Farmers Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/83 OF 2021 AS12122022105323AM.pdf?source=legislation";"Ravneet Singh"
"2022-12-09";"The Population Control Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/246 OF 2019 AS12122022105207AM.pdf?source=legislation";"Ravindra Shyamnarayan"
"2022-12-09";"The Mentally Retarded Children (Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/234 OF 2019 AS12122022104958AM.pdf?source=legislation";"Ravindra Shyamnarayan"
"2022-12-09";"The Artists (Social Security) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/267 of 2019 AS12122022104830AM.pdf?source=legislation";"Ravindra Shyamnarayan"
"2022-12-09";"The Railways (Amendment) Bill, 2021 (Insertion of section 11A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/36 OF 2021 AS12122022110444AM.pdf?source=legislation";"Suresh Kodikunnil"
"2022-12-09";"The Juvenile Justice (Care and Protection of Children) Amendment Bill, 2021 (Amendment of section 75)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/85 OF 2021 AS12122022110648AM.pdf?source=legislation";"Suresh Kodikunnil"
"2022-12-09";"The Information Technology (Amendment) Bill, 2021 (Substitution of new section for section 43A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/95 OF 2021 AS12122022110545AM.pdf?source=legislation";"Suresh Kodikunnil"
"2022-12-09";"The Citizenship (Amendment) Bill, 2022 (Amendment of section 2, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/57 OF 2022 AS12122022111803AM.pdf?source=legislation";"Abdul Khaleque"
"2022-12-09";"The Juvenile Justice (Care and Protection of Children) Amendment Bill, 2022 (Amendment of section 86)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/153 OF 2022 AS12122022115003AM.pdf?source=legislation";"Shashi Tharoor"
"2022-12-09";"The Single Use Plastic (Regulation) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/127 OF 2022 AS12122022113539AM.pdf?source=legislation";"Ranjeetsinha Hindurao Naik Nimbalkar"
"2022-12-09";"The National Authority for Rehabilitation and welfare of Persons living Around Railway Tracks Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/118 of 2022 (As introduced)215202325302PM.pdf?source=legislation";"Alok Kumar Suman"
"2022-12-09";"The Sanctions on Countries Engaging Territorial Incursion into India Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/151 OF 2022 AS12122022112912AM.pdf?source=legislation";"M. K. Raghavan"
"2022-12-09";"The Civilian Awards (Recommendation Committee) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/220 OF 2019 AS12122022104558AM.pdf?source=legislation";"Ashok Mahadeorao Nete"
"2022-12-09";"The Debt Relief Board Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/145 OF 2022 AS12122022114536AM.pdf?source=legislation";"Dean Kuriakose"
"2022-12-09";"The Prevention of Internet Shutdown Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/214 OF 2022 AS12122022115306AM.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2022-12-09";"The Indian Penal Code (Amendment) Bill, 2022 (Amendment of sections 326A and 326B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/116 OF 2022 AS12122022111436AM.pdf?source=legislation";"Nishikant Dubey"
"2022-12-09";"The Mahatma Gandhi National Rural Employment Guarantee (Amendment) Bill, 2022 (Amendment of Schedule I)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/141 OF 2022 AS12122022114818AM.pdf?source=legislation";"V.K. Sreekandan"
"2022-12-09";"The Victims of Natural Calamities (Rehabilitation and Financial Assistance) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/189 OF 2022 AS12122022111515AM.pdf?source=legislation";"D.M. Kathir Anand"
"2022-12-09";"The Reserve Bank of India (Amendment) Bill, 2022 (Amendment of section 7)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/197 OF 2022 AS12122022115408AM.pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-12-09";"The Rights of Persons with Disabilities (Amendment) Bill, 2022 (Insertion of new section 9A, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/211 OF 2022 AS12122022115437AM.pdf?source=legislation";"Gopal Chinayya Shetty"
"2022-12-09";"The Indian Penal Code (Amendment) Bill, 2022 (Insertion of new sections 379A and 379B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/99 OF 2022 AS12122022111407AM.pdf?source=legislation";"Nishikant Dubey"
"2022-12-09";"The Indian Penal Code (Amendment) Bill, 2022 (Omission of section 124A, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/140 OF 2022 AS12122022114728AM.pdf?source=legislation";"V.K. Sreekandan"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Amendment of the Tenth Schedule)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/126 OF 2022 AS12122022113903AM.pdf?source=legislation";"Dean Kuriakose"
"2022-12-09";"The Micro, Small and Medium Enterprises Development (Amendment) Bill, 2022 (Insertion of new sections 10A and 10B)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/191 OF 2022 AS12122022115226AM.pdf?source=legislation";"D.M. Kathir Anand"
"2022-12-09";"The Food Safety and Standards (Amendment) Bill, 2022 (Amendment of section 3, etc.)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/201 OF 2022 AS12122022115149AM.pdf?source=legislation";"D.M. Kathir Anand"
"2022-12-09";"The Drugs (Price Control) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/100 OF 2022 AS12122022111250AM.pdf?source=legislation";"Alok Kumar Suman"
"2022-12-09";"The Environment (Protection) Amendment Bill, 2022 (Amendment of sections 2 and 3)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/132 OF 2022 AS12122022114625AM.pdf?source=legislation";"V.K. Sreekandan"
"2022-12-09";"The Constitution (Amendment) Bill, 2022 (Insertion of new articles 44A and 51A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/113 OF 2022 AS12122022111323AM.pdf?source=legislation";"Nishikant Dubey"
"2022-12-09";"The Prevention of Torture Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/206 OF 2022 AS12122022115627AM.pdf?source=legislation";"E. T. Mohammed Basheer"
"2022-12-09";"The Financial Assistance to the State Governments (For Protection of Water Bodies) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/97 OF 2022 AS12122022111225AM.pdf?source=legislation";"Alok Kumar Suman"
"2022-12-09";"The Representation of the People (Amendment) Bill, 2022 (Amendment of sections 20 and 20A)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/138 OF 2022 AS12122022114446AM.pdf?source=legislation";"Dean Kuriakose"
"2022-12-09";"The Aligarh Muslim University (Amendment) Bill, 2022 (Amendment of section 12)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/192 OF 2022 AS12122022115518AM.pdf?source=legislation";"E. T. Mohammed Basheer"
"2022-12-09";"The Prevention of Mob-Lynching Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/209 OF 2022 AS12122022115556AM.pdf?source=legislation";"E. T. Mohammed Basheer"
"2022-08-05";"The Madhya Pradesh Central Agricultural University Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/143 OF 2022 AS.pdf?source=legislation";"Krishna Pal Singh"
"2022-08-05";"The Right to Water Bill, 2020";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/14 OF 2020 AS.pdf?source=legislation";"Asaduddin Owaisi"
"2022-08-05";"The Constitution (Amendment) Bill, 2019 (Insertion of new article 371K)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/232 OF 2019 AS.pdf?source=legislation";"Asaduddin Owaisi"
"2022-08-05";"The Places of Worship (Special Provisions) Repeal Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/133 OF 2022 AS.pdf?source=legislation";"Krishna Pal Singh"
"2022-08-05";"The Breast Cancer Awareness Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/103 OF 2022 AS.pdf?source=legislation";"Sumathy Thamizhachi Thangapandian"
"2022-08-05";"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2021 (Amendment of Section 2 and 3)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/84 of 2021 as intro.pdf?source=legislation";"Kirit Premjibhai Solanki"
"2022-08-05";"The Prohibition of Multi-Digit Lotteries Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/134 of 2021 AS.pdf?source=legislation";"Nishikant Dubey"
"2022-08-05";"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2022 (Amendment of sections 2 and 3)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/154 OF 2022 AS.pdf?source=legislation";"Aparupa Poddar (Afrin Ali)"
"2022-08-05";"The Compulsory Periodical Desiltation of Dams, Reservoirs and Rivers Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/122 of 2021 as introduced.pdf?source=legislation";"Nishikant Dubey"
"2022-08-05";"The National Emission Trading System (Control of Green House Gas Emissions) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/139 OF 2022 AS.pdf?source=legislation";"Vishnu Dayal Ram"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of article 25)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/183 OF 2022 AS.pdf?source=legislation";"Pushpendra Singh Chandel"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of article 325)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/181 OF 2022 AS.pdf?source=legislation";"Pushpendra Singh Chandel"
"2022-08-05";"The Anti-Drought Measure and Mitigation Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/174 OF 2022 AS.pdf?source=legislation";"Anurag Sharma"
"2022-08-05";"The Constitution (Amendment) Bill, 2022 (Amendment of article 239AA)";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/148 OF 2022 AS.pdf?source=legislation";"Aparupa Poddar (Afrin Ali)"
"2022-08-05";"The Victims of Floods caused by Heavy Rains, Cyclones and Other Reasons (Rehabilitation and Welfare) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/61 of 2021 AS.pdf?source=legislation";"Nishikant Dubey"
"2022-08-05";"The Fishermen (Protection and Welfare) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/168 OF 2022 AS.pdf?source=legislation";"Aparupa Poddar (Afrin Ali)"
"2022-08-05";"The Child Labour (Abolition) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/277 OF 2019 AS.pdf?source=legislation";"Manoj Rajoria"
"2022-08-05";"The Government Services (Regulation of Service Rules at Workplace in Appointments of Persons with Disabilities) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/172 OF 2022 AS.pdf?source=legislation";"Pushpendra Singh Chandel"
"2022-08-05";"The Basic Food Items Price Fixation Board Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/331 OF 2019 AS.pdf?source=legislation";"P.V. Midhun Reddy"
"2022-08-05";"The Residential Schools (for Scheduled Castes and Scheduled Tribes) Bill, 2022";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/155 OF 2022 AS.pdf?source=legislation";"Manoj Rajoria"
"2022-08-05";"The Compulsory Health Insurance for Senior Citizens, Mentally Retarded Children and Persons with Disabilities Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/37 of 2021 as.pdf?source=legislation";"Alok Kumar Suman"
"2022-08-05";"The Flood Control and Management Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/121 of 2021 AS.pdf?source=legislation";"Alok Kumar Suman"
"2022-08-05";"The Street Children (Rehabilitation and Welfare) Bill, 2019";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/209 OF 2019 AS.pdf?source=legislation";"Rakesh Singh"
"2022-08-05";"The Over the Top Platforms Regulatory Authority Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/62 of 2021 AS.pdf?source=legislation";"Manoj Kotak Kishorbhai"
"2022-08-05";"The Special Financial Assistance to the State of Bihar (For the Welfare of Farmers) Bill, 2021";"Pending";"";"https://sansad.in/getFile/BillsTexts/LSBillTexts/Asintroduced/113 of 2021 as introduced.pdf?source=legislation";"Alok Kumar Suman"
